category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,last12mos
Burglary,2670,2939,3026,3314,3616,4049,4423,4449,3457,3741,3940,4223,5173,5167,4896,4260,3926,4539,4114,4045,3812,3884,3884,3782
