category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22,last12mos
Vehicle Theft,2615,3093,3337,3664,4517,5507,7139,6413,5229,5379,5411,5121,8759,7926,7560,7001,7703,8068,7704,6126,7065,6419,6469,6553
