category,last12mos,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,total22
Robbery,1251,677,712,827,815,785,884,1030,1068,1124,1025,976,1095,1072,1140,1214,1376,1593,1339,1185,1284,1264,1264
