category,total00,total01,total02,total03,total04,total05,total06,total07,total08,total09,total10,total11,total12,total13,total14,total15,total16,total17,total18,total19,total20,total21,last12mos
Rape,337,329,379,279,256,263,217,217,220,258,253,226,280,270,306,375,451,571,615,671,566,730,860
